Unnamed: 0,input_rate,output_rate,latency,bridge-pcm_System-Date,bridge-pcm_System-Time,bridge-pcm_Socket 0-EXEC,bridge-pcm_Socket 0-IPC,bridge-pcm_Socket 0-FREQ,bridge-pcm_Socket 0-AFREQ,bridge-pcm_Socket 0-L3MISS,bridge-pcm_Socket 0-L2MISS,bridge-pcm_Socket 0-L3HIT,bridge-pcm_Socket 0-L2HIT,bridge-pcm_Socket 0-L3MPI,bridge-pcm_Socket 0-L2MPI,bridge-pcm_Socket 0-L3OCC,bridge-pcm_Socket 0-READ,bridge-pcm_Socket 0-WRITE,bridge-pcm_Socket 0-LOCAL,bridge-pcm_Socket 0-TEMP,bridge-pcm_Socket 0-INST,bridge-pcm_Socket 0-ACYC,bridge-pcm_Socket 0-TIME(ticks),bridge-pcm_Socket 0-PhysIPC,bridge-pcm_Socket 0-PhysIPC%,bridge-pcm_Socket 0-INSTnom,bridge-pcm_Socket 0-INSTnom%,bridge-pcm_Socket 1-EXEC,bridge-pcm_Socket 1-IPC,bridge-pcm_Socket 1-FREQ,bridge-pcm_Socket 1-AFREQ,bridge-pcm_Socket 1-L3MISS,bridge-pcm_Socket 1-L2MISS,bridge-pcm_Socket 1-L3HIT,bridge-pcm_Socket 1-L2HIT,bridge-pcm_Socket 1-L3MPI,bridge-pcm_Socket 1-L2MPI,bridge-pcm_Socket 1-L3OCC,bridge-pcm_Socket 1-READ,bridge-pcm_Socket 1-WRITE,bridge-pcm_Socket 1-LOCAL,bridge-pcm_Socket 1-TEMP,bridge-pcm_Socket 1-INST,bridge-pcm_Socket 1-ACYC,bridge-pcm_Socket 1-TIME(ticks),bridge-pcm_Socket 1-PhysIPC,bridge-pcm_Socket 1-PhysIPC%,bridge-pcm_Socket 1-INSTnom,bridge-pcm_Socket 1-INSTnom%,bridge-pcm_SKT0 Core C-State-C0res%,bridge-pcm_SKT0 Core C-State-C1res%,bridge-pcm_SKT0 Core C-State-C3res%,bridge-pcm_SKT0 Core C-State-C6res%,bridge-pcm_SKT0 Core C-State-C7res%,bridge-pcm_SKT0 Package C-State-C0res%,bridge-pcm_SKT0 Package C-State-C2res%,bridge-pcm_SKT0 Package C-State-C3res%,bridge-pcm_SKT0 Package C-State-C6res%,bridge-pcm_SKT0 Package C-State-C7res%,bridge-pcm_SKT1 Core C-State-C0res%,bridge-pcm_SKT1 Core C-State-C1res%,bridge-pcm_SKT1 Core C-State-C3res%,bridge-pcm_SKT1 Core C-State-C6res%,bridge-pcm_SKT1 Core C-State-C7res%,bridge-pcm_SKT1 Package C-State-C0res%,bridge-pcm_SKT1 Package C-State-C2res%,bridge-pcm_SKT1 Package C-State-C3res%,bridge-pcm_SKT1 Package C-State-C6res%,bridge-pcm_SKT1 Package C-State-C7res%,bridge-pcm_Proc Energy (Joules)-SKT0,bridge-pcm_Proc Energy (Joules)-SKT1,bridge-pcm_DRAM Energy (Joules)-SKT0,bridge-pcm_DRAM Energy (Joules)-SKT1,bridge-pcm_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_UncFREQ (Ghz)-SKT0,bridge-pcm_UncFREQ (Ghz)-SKT1,bridge-pcm_Core3 (Socket 0)-EXEC,bridge-pcm_Core3 (Socket 0)-IPC,bridge-pcm_Core3 (Socket 0)-FREQ,bridge-pcm_Core3 (Socket 0)-AFREQ,bridge-pcm_Core3 (Socket 0)-L3MISS,bridge-pcm_Core3 (Socket 0)-L2MISS,bridge-pcm_Core3 (Socket 0)-L3HIT,bridge-pcm_Core3 (Socket 0)-L2HIT,bridge-pcm_Core3 (Socket 0)-L3MPI,bridge-pcm_Core3 (Socket 0)-L2MPI,bridge-pcm_Core3 (Socket 0)-L3OCC,bridge-pcm_Core3 (Socket 0)-C0res%,bridge-pcm_Core3 (Socket 0)-C1res%,bridge-pcm_Core3 (Socket 0)-C3res%,bridge-pcm_Core3 (Socket 0)-C6res%,bridge-pcm_Core3 (Socket 0)-C7res%,bridge-pcm_Core3 (Socket 0)-TEMP,bridge-pcm_Core3 (Socket 0)-INST,bridge-pcm_Core3 (Socket 0)-ACYC,bridge-pcm_Core3 (Socket 0)-TIME(ticks),bridge-pcm_Core3 (Socket 0)-PhysIPC,bridge-pcm_Core3 (Socket 0)-PhysIPC%,bridge-pcm_Core3 (Socket 0)-INSTnom,bridge-pcm_Core3 (Socket 0)-INSTnom%,bridge-pcm_-,nf_out_nfs[i].tag,nf_out_nfs[i].instance_id,nf_out_nfs[i].service_id,nf_out_nfs[i].thread_info.core,nf_out_rx_pps,nf_out_tx_pps,nf_out_rx,nf_out_tx,nf_out_act_out,nf_out_act_tonf,nf_out_act_drop,nf_out_nfs[i].thread_info.parent,nf_out_state,nf_out_rte_atomic16_read(&nfs[i].thread_info.children_cnt),nf_out_rx_drop_rate,nf_out_tx_drop_rate,nf_out_rx_drop,nf_out_tx_drop,nf_out_act_next,nf_out_act_buffer,nf_out_act_returned,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_SKT1-Ch0Read,pcm-memory_new_SKT1-Ch0Write,pcm-memory_new_SKT1-Ch1Read,pcm-memory_new_SKT1-Ch1Write,pcm-memory_new_SKT1-Mem Read (MB/s),pcm-memory_new_SKT1-Mem Write (MB/s),pcm-memory_new_SKT1-P. Write (T/s),pcm-memory_new_SKT1-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory
192,9995.7621300909,2607.2953167656,15000.0,2023-11-01,23:07:51.134,0.57,2.98,0.19,1.18,0.06,10.76,0.99,0.82,0.0,0.0004,20160.0,0.77,0.76,99.0,41.0,29842.58,10004.67,2597.65,5.97,149.14,1.15,28.72,0.23,1.66,0.14,1.23,0.04,9.58,1.0,0.4,0.0,0.0008,24160.0,0.97,0.0,99.0,30.0,11925.71,7198.09,2597.65,3.31,82.84,0.46,11.48,16.28,15.61,0.0,68.11,0.0,100.0,0.0,0.0,0.0,0.0,11.27,13.25,0.01,75.47,0.0,100.0,0.0,0.0,0.0,0.0,58.65,53.6,4.49,4.53,0.0,0.0,3.0,3.0,4.47,3.77,1.19,1.19,0.0,3.07,1.0,0.13,0.0,0.0003,440.0,99.76,0.24,0.0,0.0,0.0,42.0,11603.26,3079.32,2597.65,7.54,188.41,8.93,223.34,,bridge,1.0,1.0,3.0,388836.0,388834.0,75515508.0,75515506.0,75515506.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5578944.0,801458.0,406980.0,7961506.0,9293816.0,0.0,105616.0,20271328.0,62482.0,3045000.0,6640802.0,0.0,12894.0,76090.0,158.6,270.73,615.66,487.72,774.26,758.45,107149.0,1532.72,488.17,4.06,482.31,0.69,970.49,4.74,54704.0,975.23,1744.75,763.2,2507.95
193,9992.905100026,2622.01011888,15000.0,2023-11-01,23:07:52.135,0.58,3.03,0.19,1.18,0.04,10.63,1.0,0.82,0.0,0.0004,20400.0,0.77,0.76,99.0,41.0,29929.16,9884.84,2597.71,6.06,151.39,1.15,28.8,0.23,1.66,0.14,1.23,0.04,9.53,1.0,0.41,0.0,0.0008,24400.0,0.96,0.0,99.0,30.0,11912.64,7165.06,2597.71,3.33,83.13,0.46,11.46,16.05,15.37,0.0,68.58,0.0,100.0,0.0,0.0,0.0,0.0,11.21,13.1,0.01,75.69,0.0,100.0,0.0,0.0,0.0,0.0,58.55,53.5,4.5,4.54,0.33,0.33,3.0,3.0,4.48,3.77,1.19,1.19,0.0,3.08,1.0,0.13,0.0,0.0003,520.0,99.83,0.17,0.0,0.0,0.0,42.0,11635.73,3085.15,2597.71,7.54,188.58,8.96,223.97,,bridge,1.0,1.0,3.0,397853.0,397855.0,75913379.0,75913379.0,75913379.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5587134.0,811972.0,319130.0,7970704.0,9257738.0,140.0,104622.0,20254976.0,62846.0,3022292.0,5640642.0,0.0,12852.0,76104.0,158.45,271.06,615.17,487.88,773.62,758.94,107165.0,1532.56,485.17,3.93,478.22,0.55,963.38,4.49,54773.0,967.87,1737.0,763.42,2500.43
194,9990.7407227832,2627.8598871441,15000.0,2023-11-01,23:07:53.134,0.58,3.01,0.19,1.18,0.05,10.71,1.0,0.82,0.0,0.0004,19600.0,0.77,0.76,99.0,40.0,29857.6,9912.95,2595.24,6.02,150.6,1.15,28.77,0.23,1.67,0.14,1.22,0.04,9.52,1.0,0.41,0.0,0.0008,24360.0,0.96,0.0,99.0,30.0,11829.58,7096.1,2595.24,3.33,83.35,0.46,11.4,16.14,15.6,0.0,68.26,0.0,100.0,0.0,0.0,0.0,0.0,11.17,14.09,0.0,74.75,0.0,100.0,0.0,0.0,0.0,0.0,58.53,53.5,4.5,4.52,0.33,0.33,3.0,3.0,4.47,3.77,1.19,1.19,0.01,3.09,1.0,0.14,0.0,0.0003,680.0,99.79,0.21,0.0,0.0,0.0,42.0,11596.35,3078.67,2595.24,7.53,188.33,8.94,223.41,,bridge,1.0,1.0,3.0,399100.0,399100.0,76312486.0,76312486.0,76312486.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5593826.0,822920.0,456316.0,8005494.0,9252278.0,168.0,105560.0,20232660.0,62440.0,3099068.0,5881680.0,0.0,12880.0,76090.0,158.44,271.01,615.19,487.83,773.64,758.84,107254.0,1532.48,484.57,4.18,477.73,0.81,962.31,4.98,54798.0,967.29,1735.94,763.83,2499.77
195,9991.5280901765,2632.2181995172,15000.0,2023-11-01,23:07:54.135,0.57,3.01,0.19,1.18,0.04,10.77,1.0,0.82,0.0,0.0004,19680.0,0.77,0.76,99.0,40.0,29855.11,9929.32,2599.22,6.01,150.34,1.15,28.72,0.23,1.66,0.14,1.23,0.04,9.61,1.0,0.4,0.0,0.0008,24480.0,0.96,0.0,99.0,30.0,11934.11,7187.08,2599.22,3.32,83.02,0.46,11.48,16.13,15.41,0.0,68.47,0.0,100.0,0.0,0.0,0.0,0.0,11.25,13.25,0.0,75.5,0.0,100.0,0.0,0.0,0.0,0.0,58.6,53.62,4.5,4.53,0.33,0.3,3.0,3.0,4.47,3.77,1.19,1.19,0.0,3.1,1.0,0.13,0.0,0.0003,800.0,99.77,0.23,0.0,0.0,0.0,42.0,11620.01,3084.14,2599.22,7.54,188.38,8.94,223.53,,bridge,1.0,1.0,3.0,400868.0,400868.0,76713362.0,76713362.0,76713362.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5589430.0,824166.0,544992.0,8022448.0,9358496.0,140.0,104692.0,20227760.0,62650.0,3187184.0,7208572.0,0.0,12894.0,75894.0,158.22,270.71,614.87,487.39,773.09,758.1,107103.0,1531.19,482.25,3.93,476.95,0.54,959.2,4.47,54615.0,963.67,1732.29,762.57,2494.85
196,9991.3330442203,2640.4736899347,15000.0,2023-11-01,23:07:55.135,0.57,2.99,0.19,1.18,0.06,10.99,0.99,0.82,0.0,0.0004,19760.0,0.77,0.76,99.0,40.0,29813.72,9975.52,2597.24,5.98,149.43,1.15,28.7,0.23,1.66,0.14,1.23,0.04,9.58,1.0,0.4,0.0,0.0008,24040.0,0.95,0.0,99.0,30.0,11911.09,7165.85,2597.24,3.32,83.11,0.46,11.47,16.23,15.68,0.0,68.09,0.0,100.0,0.0,0.0,0.0,0.0,11.22,13.27,0.0,75.5,0.0,100.0,0.0,0.0,0.0,0.0,58.62,53.55,4.5,4.52,0.33,0.33,3.0,3.0,4.46,3.77,1.19,1.19,0.0,3.1,1.0,0.14,0.0,0.0003,640.0,99.73,0.27,0.0,0.0,0.0,43.0,11594.8,3077.87,2597.24,7.53,188.36,8.93,223.21,,bridge,1.0,1.0,3.0,400583.0,400586.0,77113958.0,77113958.0,77113958.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5599090.0,830718.0,898730.0,7880852.0,9154684.0,140.0,84588.0,20220354.0,62818.0,3259634.0,6433826.0,0.0,12894.0,75642.0,158.39,271.08,615.36,488.0,773.75,759.08,107271.0,1532.83,478.37,3.87,473.6,0.49,951.97,4.37,54808.0,956.33,1725.72,763.44,2489.17
197,9992.7032922235,2646.8603906423,15000.0,2023-11-01,23:07:56.135,0.58,3.02,0.19,1.18,0.04,10.82,1.0,0.82,0.0,0.0004,19600.0,0.77,0.76,99.0,41.0,29889.63,9903.09,2597.37,6.04,150.91,1.15,28.77,0.23,1.66,0.14,1.23,0.03,9.61,1.0,0.4,0.0,0.0008,24120.0,0.94,0.0,99.0,30.0,11906.62,7159.56,2597.37,3.33,83.15,0.46,11.46,16.1,15.56,0.0,68.34,0.0,100.0,0.0,0.0,0.0,0.0,11.21,13.19,0.01,75.59,0.0,100.0,0.0,0.0,0.0,0.0,58.56,53.54,4.49,4.53,0.33,0.23,3.0,3.0,4.47,3.77,1.19,1.19,0.0,3.11,1.0,0.13,0.0,0.0003,560.0,99.78,0.22,0.0,0.0,0.0,41.0,11610.08,3081.57,2597.37,7.54,188.38,8.94,223.5,,bridge,1.0,1.0,3.0,402796.0,402796.0,77516764.0,77516764.0,77516764.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,4453260.0,658448.0,2742810.0,7563486.0,8834126.0,168.0,100618.0,19995388.0,57820.0,6768720.0,4958058.0,0.0,12880.0,76020.0,158.04,270.86,614.45,487.45,772.49,758.32,107015.0,1530.8,471.52,3.78,468.92,0.4,940.44,4.19,54820.0,944.63,1712.93,762.5,2475.43
198,9992.1422421379,2646.921761747,15000.0,2023-11-01,23:07:57.144,0.55,2.4,0.23,1.16,0.54,13.1,0.96,0.79,0.0,0.0005,19320.0,0.79,0.75,98.0,42.0,28612.89,11905.7,2620.63,4.81,120.16,1.09,27.37,0.22,1.39,0.16,1.2,0.33,11.52,0.97,0.41,0.0,0.001,24600.0,1.0,0.02,98.0,30.0,11670.81,8390.17,2620.63,2.78,69.55,0.45,11.16,19.7,19.93,0.17,60.2,0.0,100.0,0.0,0.0,0.0,0.0,13.41,16.38,0.02,70.19,0.0,100.0,0.0,0.0,0.0,0.0,60.24,54.98,4.55,4.58,0.33,0.33,3.01,3.0,4.32,3.72,1.16,1.17,0.0,2.9,1.0,0.14,0.0,0.0003,200.0,99.55,0.45,0.0,0.0,0.0,43.0,11253.96,3028.5,2620.63,7.43,185.8,8.63,215.8,,bridge,1.0,1.0,3.0,402974.0,402974.0,77919748.0,77919748.0,77919748.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5380634.0,791406.0,2144002.0,7742336.0,8672790.0,168.0,100492.0,20276312.0,61754.0,5483534.0,5678036.0,0.0,12852.0,76020.0,166.52,261.48,624.92,481.14,791.45,742.62,107232.0,1534.07,506.66,11.36,505.2,8.21,1011.86,19.57,54843.0,1031.42,1803.3,762.19,2565.49
199,9994.940252553,2652.0269024145,15000.0,2023-11-01,23:07:58.138,0.56,2.68,0.21,1.17,0.26,11.01,0.98,0.81,0.0,0.0004,20320.0,0.78,0.75,99.0,41.0,28855.14,10754.63,2579.95,5.37,134.15,1.12,27.88,0.23,1.53,0.15,1.21,0.18,10.5,0.98,0.41,0.0,0.0009,24360.0,1.07,0.01,99.0,30.0,11679.16,7619.95,2579.95,3.07,76.64,0.45,11.28,17.75,17.57,0.06,64.61,0.0,100.0,0.0,0.0,0.0,0.0,12.14,15.07,0.02,72.77,0.0,100.0,0.0,0.0,0.0,0.0,58.55,53.75,4.48,4.53,0.33,0.33,3.0,3.0,4.37,3.72,1.18,1.18,0.0,2.86,1.0,0.14,0.0,0.0003,440.0,99.66,0.34,0.0,0.0,0.0,43.0,11331.53,3047.82,2579.95,7.44,185.9,8.74,218.5,,bridge,1.0,1.0,3.0,403932.0,403932.0,78323832.0,78323832.0,78323832.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5423124.0,803712.0,2588670.0,7789572.0,8972096.0,168.0,102396.0,20318424.0,62636.0,4773160.0,6954584.0,0.0,12894.0,76076.0,161.22,271.05,619.79,489.01,781.0,760.06,107383.0,1541.06,538.28,6.43,537.62,3.04,1075.9,9.47,55164.0,1085.36,1856.9,769.52,2626.42
200,9994.465009354,2654.297877853,15000.0,2023-11-01,23:07:59.137,0.57,2.94,0.19,1.18,0.08,10.49,0.99,0.82,0.0,0.0004,20400.0,0.78,0.76,99.0,40.0,29729.49,10116.88,2597.07,5.88,146.93,1.14,28.62,0.23,1.62,0.14,1.23,0.07,9.71,0.99,0.4,0.0,0.0008,24320.0,1.04,0.01,99.0,30.0,11837.4,7285.57,2597.07,3.25,81.24,0.46,11.4,16.49,15.66,0.0,67.86,0.0,100.0,0.0,0.0,0.0,0.0,11.45,13.47,0.0,75.09,0.0,100.0,0.0,0.0,0.0,0.0,58.71,53.58,4.5,4.54,0.33,0.27,3.0,3.0,4.46,3.77,1.18,1.19,0.0,2.97,1.0,0.13,0.0,0.0003,440.0,99.72,0.28,0.0,0.0,0.0,42.0,11585.03,3075.45,2597.07,7.53,188.35,8.92,223.02,,bridge,1.0,1.0,3.0,404358.0,404358.0,78728198.0,78728198.0,78728198.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5443536.0,808612.0,1749916.0,7803292.0,8850548.0,140.0,104370.0,20313048.0,62216.0,4974998.0,6374746.0,0.0,12880.0,76636.0,159.89,272.24,618.48,489.84,778.37,762.08,107312.0,1540.45,521.23,4.36,518.55,0.97,1039.78,5.33,54965.0,1045.11,1818.15,767.41,2585.56
201,9913.3568305191,2312.9726207447,15000.0,2023-11-01,23:08:00.138,0.58,3.02,0.19,1.18,0.04,10.49,1.0,0.82,0.0,0.0004,20520.0,0.78,0.76,99.0,40.0,29925.44,9907.14,2597.44,6.04,151.03,1.15,28.8,0.23,1.66,0.14,1.23,0.13,9.88,0.99,0.4,0.0,0.0008,23720.0,1.04,0.01,99.0,29.0,11971.76,7195.69,2597.44,3.33,83.19,0.46,11.52,16.11,15.6,0.0,68.29,0.0,100.0,0.0,0.0,0.0,0.0,11.27,13.38,0.0,75.35,0.0,100.0,0.0,0.0,0.0,0.0,58.63,53.7,4.5,4.55,0.33,0.33,3.0,3.0,4.48,3.78,1.19,1.19,0.0,3.0,1.0,0.13,0.0,0.0003,400.0,99.76,0.24,0.0,0.0,0.0,41.0,11632.49,3080.79,2597.44,7.55,188.79,8.96,223.91,,bridge,1.0,1.0,3.0,405191.0,405191.0,79133399.0,79133399.0,79133399.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5471312.0,815332.0,1045380.0,7850206.0,9030252.0,924.0,104356.0,20317080.0,62846.0,3292758.0,4993128.0,0.0,12866.0,76580.0,159.47,273.2,617.43,490.54,776.9,763.74,107095.0,1540.64,523.44,7.8,519.47,4.44,1042.91,12.25,55123.0,1055.15,1819.81,775.99,2595.8
202,9972.8345151078,2529.7021013682,15000.0,2023-11-01,23:08:01.138,0.57,2.99,0.19,1.18,0.06,10.56,0.99,0.82,0.0,0.0004,20600.0,0.78,0.76,99.0,40.0,29835.67,9987.8,2596.45,5.97,149.36,1.15,28.73,0.23,1.65,0.14,1.23,0.08,9.57,0.99,0.4,0.0,0.0008,23960.0,1.05,0.0,99.0,29.0,11887.7,7200.58,2596.45,3.3,82.55,0.46,11.45,16.26,15.61,0.01,68.12,0.0,100.0,0.0,0.0,0.0,0.0,11.29,13.22,0.0,75.49,0.0,100.0,0.0,0.0,0.0,0.0,58.7,53.53,4.51,4.54,0.0,483218.41,3.0,3.0,4.46,3.77,1.18,1.19,0.0,3.0,1.0,0.14,0.0,0.0003,440.0,99.74,0.26,0.0,0.0,0.0,42.0,11584.55,3076.32,2596.45,7.53,188.29,8.92,223.09,,bridge,1.0,1.0,3.0,354045.0,354045.0,79487456.0,79487456.0,79487456.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5491304.0,819602.0,277956.0,7871906.0,9000614.0,0.0,104328.0,20313930.0,62720.0,2828784.0,5837524.0,0.0,12922.0,76440.0,159.54,271.95,617.44,489.36,776.98,761.31,107149.0,1538.29,527.17,4.1,522.68,0.71,1049.85,4.81,55101.0,1054.66,1826.83,766.12,2592.95
203,9990.9931582355,2550.5903722005,15000.0,2023-11-01,23:08:02.138,0.58,3.02,0.19,1.18,0.04,10.53,1.0,0.82,0.0,0.0004,20520.0,0.78,0.76,99.0,40.0,29906.51,9889.57,2597.63,6.05,151.2,1.15,28.78,0.23,1.66,0.14,1.23,0.04,9.57,1.0,0.41,0.0,0.0008,24240.0,1.02,0.0,99.0,30.0,11915.54,7158.31,2597.63,3.33,83.23,0.46,11.47,16.06,15.33,0.0,68.6,0.0,100.0,0.0,0.0,0.0,0.0,11.2,13.17,0.0,75.62,0.0,100.0,0.0,0.0,0.0,0.0,58.57,53.59,4.51,4.54,0.33,0.0,3.0,3.0,4.48,3.78,1.19,1.19,0.0,3.04,1.0,0.14,0.0,0.0003,520.0,99.79,0.21,0.0,0.0,0.0,42.0,11645.31,3083.85,2597.63,7.55,188.81,8.97,224.15,,bridge,1.0,1.0,3.0,386946.0,386946.0,79874420.0,79874420.0,79874420.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5496134.0,814478.0,301350.0,8010506.0,9092328.0,0.0,104776.0,20316534.0,62608.0,2843820.0,7152194.0,0.0,12908.0,76622.0,159.13,272.05,616.81,489.28,775.95,761.34,107042.0,1537.28,510.13,3.94,505.03,0.56,1015.16,4.5,54946.0,1019.66,1791.1,765.84,2556.94
204,9989.0524430059,2562.4099246997,15000.0,2023-11-01,23:08:03.138,0.57,2.98,0.19,1.18,0.06,10.72,0.99,0.82,0.0,0.0004,20360.0,0.78,0.76,99.0,40.0,29856.69,10019.14,2597.65,5.96,149.0,1.15,28.73,0.23,1.65,0.14,1.23,0.04,9.64,1.0,0.4,0.0,0.0008,24040.0,1.0,0.0,99.0,29.0,11908.44,7207.67,2597.65,3.3,82.61,0.46,11.46,16.31,15.71,0.0,67.98,0.0,100.0,0.0,0.0,0.0,0.0,11.29,13.27,0.0,75.44,0.0,100.0,0.0,0.0,0.0,0.0,58.67,53.64,4.5,4.53,0.33,0.0,3.0,3.0,4.47,3.77,1.19,1.19,0.0,3.04,1.0,0.13,0.0,0.0003,560.0,99.76,0.24,0.0,0.0,0.0,42.0,11610.22,3078.63,2597.65,7.54,188.56,8.94,223.48,,bridge,1.0,1.0,3.0,388217.0,388217.0,80262652.0,80262652.0,80262652.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5525954.0,813134.0,299082.0,8202572.0,9081506.0,0.0,104846.0,20315050.0,62650.0,2855524.0,6191668.0,0.0,12894.0,76566.0,159.15,271.83,617.49,489.31,776.64,761.14,107452.0,1537.78,499.9,3.84,495.46,0.47,995.36,4.3,54877.0,999.67,1772.0,765.44,2537.44
205,9991.5216953139,2574.803514083,15000.0,2023-11-01,23:08:04.138,0.58,3.03,0.19,1.18,0.04,10.59,1.0,0.82,0.0,0.0004,20200.0,0.77,0.76,99.0,41.0,29900.0,9882.29,2597.3,6.05,151.28,1.15,28.78,0.23,1.66,0.14,1.23,0.05,9.64,0.99,0.4,0.0,0.0008,24480.0,0.98,0.0,99.0,29.0,11866.37,7148.92,2597.3,3.32,82.99,0.46,11.42,16.09,16.1,0.0,67.81,0.0,100.0,0.0,0.0,0.0,0.0,11.22,13.68,0.0,75.11,0.0,100.0,0.0,0.0,0.0,0.0,58.6,53.61,4.51,4.53,0.33,0.0,3.0,3.0,4.47,3.78,1.18,1.19,0.0,3.06,1.0,0.13,0.0,0.0003,560.0,99.81,0.19,0.0,0.0,0.0,43.0,11617.9,3077.43,2597.3,7.55,188.76,8.95,223.66,,bridge,1.0,1.0,3.0,391533.0,391531.0,80654192.0,80654190.0,80654190.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5532926.0,814240.0,277004.0,8513904.0,9161992.0,0.0,106316.0,20312334.0,62734.0,2858212.0,5303074.0,0.0,12908.0,76636.0,158.87,271.62,616.36,488.8,775.23,760.42,107081.0,1535.65,494.05,3.99,490.5,0.63,984.55,4.62,54682.0,989.17,1759.79,765.04,2524.83
206,9989.967754677,2584.4995935341,15000.0,2023-11-01,23:08:05.138,0.58,3.0,0.19,1.18,0.05,10.77,1.0,0.82,0.0,0.0004,20000.0,0.77,0.76,99.0,41.0,29882.87,9946.47,2596.99,6.01,150.22,1.15,28.77,0.23,1.67,0.14,1.23,0.04,9.51,1.0,0.4,0.0,0.0008,24360.0,0.97,0.0,99.0,28.0,11912.21,7135.41,2596.99,3.34,83.47,0.46,11.47,16.18,15.58,0.0,68.24,0.0,100.0,0.0,0.0,0.0,0.0,11.17,13.22,0.0,75.61,0.0,100.0,0.0,0.0,0.0,0.0,58.67,53.56,4.5,4.53,0.33,0.0,3.0,3.0,4.48,3.77,1.19,1.19,0.0,3.05,1.0,0.13,0.0,0.0003,600.0,99.77,0.23,0.0,0.0,0.0,42.0,11621.96,3079.36,2596.99,7.55,188.71,8.95,223.75,,bridge,1.0,1.0,3.0,392541.0,392544.0,81046740.0,81046740.0,81046740.0,0.0,0.0,0.0,W,0.0,0.0,0.0,300074.0,0.0,0.0,0.0,0.0,5510274.0,814044.0,276528.0,9078916.0,9042110.0,0.0,105644.0,20255004.0,62594.0,2820426.0,7009324.0,0.0,12894.0,76608.0,158.73,271.4,616.2,488.57,774.93,759.97,107428.0,1534.9,488.64,3.81,484.48,0.44,973.12,4.25,54942.0,977.37,1748.06,764.22,2512.27
